You entered a buffer length of 100,,,,,,,
RAW,-0.001892,0.000061,0.000916, AVG ,-0.001833,0.000033,0.000821
RAW,-0.00177,0.000061,0.000793, AVG ,-0.001831,0.000034,0.00082
RAW,-0.001892,0.000061,0.000793, AVG ,-0.001831,0.000035,0.000819
RAW,-0.00177,0.000061,0.000793, AVG ,-0.001831,0.000035,0.000818
RAW,-0.001892,0.000061,0.000793, AVG ,-0.001831,0.000035,0.000818
RAW,-0.00177,0.000061,0.000793, AVG ,-0.001829,0.000035,0.000819
RAW,-0.001892,-0.000061,0.000793, AVG ,-0.001829,0.000034,0.000819
RAW,-0.00177,0.000061,0.000793, AVG ,-0.00183,0.000034,0.000819
RAW,-0.001892,0.000061,0.000671, AVG ,-0.001831,0.000035,0.000817
RAW,-0.002014,-0.000061,0.000793, AVG ,-0.001833,0.000034,0.000817
RAW,-0.001648,0.000061,0.000671, AVG ,-0.001832,0.000034,0.000814
RAW,-0.00177,0.000183,0.000793, AVG ,-0.001832,0.000035,0.000814
RAW,-0.001892,0.000061,0.000793, AVG ,-0.001832,0.000035,0.000814
RAW,-0.00177,0.000061,0.000793, AVG ,-0.001831,0.000035,0.000814
RAW,-0.001648,0.000183,0.000793, AVG ,-0.00183,0.000035,0.000813
RAW,-0.00177,-0.000061,0.000793, AVG ,-0.001829,0.000034,0.000812
RAW,-0.001892,0.000061,0.000793, AVG ,-0.001829,0.000034,0.00081
RAW,-0.001892,0.000183,0.000916, AVG ,-0.001829,0.000037,0.000812
RAW,-0.001892,0.000061,0.000916, AVG ,-0.00183,0.000037,0.000813
RAW,-0.001892,0.000061,0.000671, AVG ,-0.001831,0.000038,0.000813
RAW,-0.001892,0.000061,0.000793, AVG ,-0.001833,0.000039,0.000813
RAW,-0.001648,-0.000061,0.000916, AVG ,-0.001832,0.000038,0.000815
RAW,-0.001648,0.000061,0.000793, AVG ,-0.001831,0.000038,0.000815
RAW,-0.00177,0.000061,0.000916, AVG ,-0.001831,0.000038,0.000818
RAW,-0.002014,-0.000061,0.000793, AVG ,-0.001832,0.000038,0.000817
RAW,-0.002136,0.000061,0.000793, AVG ,-0.001835,0.000038,0.000817
RAW,-0.00177,0.000061,0.000793, AVG ,-0.001833,0.000038,0.000815
RAW,-0.001892,0.000061,0.000916, AVG ,-0.001833,0.000038,0.000817
RAW,-0.002014,-0.000061,0.000916, AVG ,-0.001836,0.000037,0.000818
RAW,-0.00177,0.000061,0.000916, AVG ,-0.001835,0.000037,0.000819
RAW,-0.00177,0.000061,0.000793, AVG ,-0.001835,0.000038,0.000819
RAW,-0.001892,0.000061,0.000793, AVG ,-0.001836,0.000039,0.000821
RAW,-0.002014,-0.000061,0.000793, AVG ,-0.001837,0.000039,0.000821
RAW,-0.002014,0.000061,0.000671, AVG ,-0.001837,0.000039,0.00082
RAW,-0.00177,0.000061,0.000793, AVG ,-0.001836,0.000039,0.000819
RAW,-0.00177,0.000061,0.000916, AVG ,-0.001833,0.000041,0.000819
RAW,-0.001892,0.000061,0.000793, AVG ,-0.001835,0.000041,0.000818
RAW,-0.00177,0.000061,0.000793, AVG ,-0.001833,0.000041,0.000817
RAW,-0.00177,0.000061,0.000793, AVG ,-0.001832,0.000041,0.000817
