       5,  -0.001526,  -0.000061,   0.000671
       9,  -0.002136,   0.000061,   0.000671
      13,  -0.002258,   0.000061,   0.000793
      17,  -0.002014,   0.000061,   0.000671
      21,  -0.001770,   0.000061,   0.000671
      25,  -0.001526,  -0.000061,   0.000549
      29,  -0.002014,   0.000061,   0.000671
      33,  -0.002258,   0.000061,   0.000549
      37,  -0.002136,   0.000183,   0.000671
      41,  -0.001892,   0.000061,   0.000671
      45,  -0.001648,   0.000061,   0.000671
      49,  -0.001892,  -0.000061,   0.000671
      53,  -0.002014,   0.000061,   0.000549
      57,  -0.001892,  -0.000061,   0.000549
      61,  -0.001526,   0.000061,   0.000671
      65,  -0.001282,  -0.000061,   0.000671
      69,  -0.001038,  -0.000061,   0.000793
      73,  -0.000794,  -0.000061,   0.000671
      77,  -0.001038,  -0.000061,   0.000671
      81,  -0.001038,   0.000061,   0.000549
      85,  -0.001160,   0.000061,   0.000793
      89,  -0.001404,  -0.000061,   0.000549
      93,  -0.001404,   0.000061,   0.000793
      97,  -0.001648,   0.000061,   0.000793
     101,  -0.001892,   0.000061,   0.000793
     105,  -0.001892,   0.000061,   0.000793
     109,  -0.001526,   0.000061,   0.000671
     113,  -0.001526,   0.000061,   0.000793
     117,  -0.001770,   0.000061,   0.000671
     121,  -0.002014,   0.000061,   0.000549
     125,  -0.002014,  -0.000061,   0.000793
     129,  -0.002258,  -0.000061,   0.000916
     133,  -0.002258,   0.000061,   0.000793
     137,  -0.002503,   0.000061,   0.000671
     141,  -0.002625,  -0.000061,   0.000549
     145,  -0.002503,  -0.000061,   0.000671
     149,  -0.002380,   0.000061,   0.000671
     153,  -0.002136,   0.000061,   0.000793
     157,  -0.002380,  -0.000061,   0.000671
     161,  -0.002258,  -0.000061,   0.000671
     165,  -0.002136,  -0.000061,   0.000549
     169,  -0.002014,   0.000061,   0.000549
     173,  -0.002014,   0.000061,   0.000671
     177,  -0.001892,  -0.000183,   0.000916
     181,  -0.001770,   0.000061,   0.000793
     185,  -0.002014,  -0.000061,   0.000671
     189,  -0.002014,   0.000061,   0.000793
     193,  -0.001526,   0.000061,   0.000549
     197,  -0.001160,  -0.000061,   0.000671
     201,  -0.001038,  -0.000061,   0.000549
     205,  -0.000916,  -0.000061,   0.000549
     209,  -0.000794,   0.000061,   0.000671
     213,  -0.000427,  -0.000061,   0.000793
     217,  -0.000305,  -0.000061,   0.000671
     221,  -0.000427,   0.000061,   0.000549
     225,  -0.000549,   0.000061,   0.000793
     229,  -0.000549,   0.000061,   0.000671
     233,  -0.000427,   0.000061,   0.000549
     237,  -0.000183,  -0.000061,   0.000671
     241,  -0.000305,   0.000061,   0.000916
     245,  -0.000427,  -0.000061,   0.000916
     249,  -0.000671,   0.000061,   0.000549
     253,  -0.000794,   0.000061,   0.000671
     257,  -0.000916,   0.000061,   0.000671
     261,  -0.001282,  -0.000061,   0.000671
     265,  -0.001526,  -0.000061,   0.000671
     269,  -0.002014,   0.000061,   0.000671
     273,  -0.002136,  -0.000061,   0.000793
     277,  -0.002380,   0.000061,   0.000671
     281,  -0.002747,   0.000061,   0.000671
     285,  -0.003235,  -0.000061,   0.000671
     289,  -0.003357,  -0.000061,   0.000671
     293,  -0.003601,  -0.000061,   0.000671
     297,  -0.003968,  -0.000061,   0.000671
     301,  -0.003845,   0.000061,   0.000671
     305,  -0.004090,   0.000061,   0.000916
     309,  -0.004090,   0.000061,   0.000671
     313,  -0.004212,   0.000061,   0.000793
     317,  -0.004456,   0.000061,   0.000549
     321,  -0.004334,   0.000061,   0.000671
     325,  -0.004212,  -0.000061,   0.000671
     329,  -0.004212,  -0.000061,   0.000793
     333,  -0.004090,   0.000061,   0.000793
     337,  -0.003845,  -0.000061,   0.000549
     341,  -0.003357,   0.000061,   0.000671
     345,  -0.003113,   0.000061,   0.000671
     349,  -0.002625,   0.000061,   0.000793
     353,  -0.002625,   0.000061,   0.000549
     357,  -0.002136,  -0.000061,   0.000549
     361,  -0.001892,   0.000061,   0.000793
     365,  -0.001526,   0.000061,   0.000671
     369,  -0.001160,   0.000061,   0.000793
     373,  -0.001038,   0.000061,   0.000671
     377,  -0.000916,   0.000061,   0.000916
     381,  -0.000671,   0.000061,   0.000793
     385,  -0.000549,   0.000061,   0.000793
     389,  -0.000427,   0.000061,   0.000793
     393,  -0.000427,   0.000061,   0.000671
     397,  -0.000305,   0.000061,   0.000793
     401,   0.000061,  -0.000061,   0.000549
     405,   0.000061,   0.000061,   0.000793
     409,   0.000061,   0.000061,   0.000671
     413,   0.000061,   0.000061,   0.000671
     417,   0.000061,   0.000061,   0.000671
     421,   0.000061,   0.000061,   0.000671
     425,   0.000061,   0.000061,   0.000671
     429,  -0.000061,   0.000061,   0.000793
     433,  -0.000061,   0.000061,   0.000549
     437,  -0.000427,   0.000061,   0.000671
     441,  -0.000671,  -0.000061,   0.000671
     445,  -0.000916,   0.000061,   0.000916
     449,  -0.001038,   0.000061,   0.000671
     453,  -0.001282,   0.000061,   0.000793
     457,  -0.001526,  -0.000061,   0.000549
     461,  -0.001892,   0.000061,   0.000793
     465,  -0.002014,  -0.000061,   0.000793
     469,  -0.002503,  -0.000061,   0.000671
     473,  -0.002869,  -0.000061,   0.000793
     477,  -0.003113,   0.000061,   0.000549
     481,  -0.003235,   0.000061,   0.000671
     485,  -0.003235,  -0.000061,   0.000671
     489,  -0.002991,   0.000061,   0.000549
     493,  -0.003113,  -0.000061,   0.000671
     497,  -0.002991,  -0.000183,   0.000671
     501,  -0.002869,  -0.000061,   0.000671
     505,  -0.002625,   0.000061,   0.000549
     509,  -0.002503,   0.000061,   0.000549
     513,  -0.002136,   0.000061,   0.000671
     517,  -0.001892,   0.000061,   0.000671
     521,  -0.002014,   0.000061,   0.000671
     525,  -0.001892,   0.000061,   0.000671
     529,  -0.001648,   0.000061,   0.000793
     533,  -0.001404,   0.000061,   0.000793
     537,  -0.001526,   0.000061,   0.000671
     541,  -0.001282,   0.000061,   0.000793
     545,  -0.001404,   0.000061,   0.000793
     549,  -0.001404,   0.000061,   0.000793
     553,  -0.001526,  -0.000183,   0.000671
     557,  -0.001526,   0.000061,   0.000671
     561,  -0.001526,  -0.000061,   0.000916
     565,  -0.001648,   0.000061,   0.000671
     569,  -0.001770,   0.000061,   0.000549
     573,  -0.001770,  -0.000061,   0.000671
     577,  -0.002136,   0.000061,   0.000671
     581,  -0.002258,  -0.000061,   0.000549
     585,  -0.002380,   0.000061,   0.000671
     589,  -0.002258,   0.000061,   0.000671
     593,  -0.002503,  -0.000061,   0.000793
     597,  -0.002503,   0.000061,   0.000793
     601,  -0.002625,  -0.000061,   0.000793
     605,  -0.002503,   0.000061,   0.000671
     609,  -0.002869,   0.000061,   0.000549
     613,  -0.002747,   0.000061,   0.000549
     617,  -0.002869,   0.000061,   0.000671
     621,  -0.002991,  -0.000061,   0.000549
     625,  -0.002991,   0.000061,   0.000793
     629,  -0.003113,   0.000061,   0.000793
     633,  -0.003235,   0.000061,   0.000671
     637,  -0.003235,   0.000061,   0.000793
     641,  -0.003357,   0.000061,   0.000793
     645,  -0.003235,  -0.000061,   0.000427
     649,  -0.002991,  -0.000061,   0.000793
     653,  -0.002869,  -0.000061,   0.000671
     657,  -0.002747,  -0.000061,   0.000671
     661,  -0.002625,   0.000061,   0.000671
     665,  -0.002625,   0.000061,   0.000793
     669,  -0.002380,   0.000061,   0.000793
     673,  -0.002014,   0.000061,   0.000671
     677,  -0.002014,   0.000061,   0.000916
     681,  -0.001770,   0.000061,   0.000671
     685,  -0.001404,  -0.000061,   0.000916
     689,  -0.001160,  -0.000061,   0.000793
     693,  -0.000794,   0.000061,   0.000671
     697,  -0.000549,   0.000061,   0.000549
     701,  -0.000427,   0.000061,   0.000671
     705,  -0.000427,   0.000061,   0.000671
     709,  -0.000427,   0.000061,   0.000916
     713,  -0.000427,   0.000061,   0.000793
     717,  -0.000549,   0.000061,   0.000549
     721,  -0.000305,   0.000061,   0.000793
     725,  -0.000305,   0.000061,   0.000671
     729,  -0.000549,   0.000061,   0.000671
