       7,  -0.001770,  -0.000061,   0.000549
      11,  -0.001770,   0.000061,   0.000793
      15,  -0.001770,   0.000061,   0.000671
      19,  -0.001770,   0.000061,   0.000671
      23,  -0.001892,  -0.000061,   0.000671
      27,  -0.001892,  -0.000061,   0.000549
      31,  -0.001770,   0.000061,   0.000549
      35,  -0.001770,  -0.000061,   0.000549
      39,  -0.001770,   0.000061,   0.000549
      43,  -0.001648,   0.000061,   0.000671
      47,  -0.001770,  -0.000061,   0.000671
      51,  -0.001770,   0.000061,   0.000549
      55,  -0.001770,  -0.000061,   0.000671
      59,  -0.001770,   0.000061,   0.000793
      63,  -0.001770,   0.000061,   0.000793
      67,  -0.001770,  -0.000061,   0.000671
      71,  -0.001770,  -0.000061,   0.000549
      75,  -0.001770,  -0.000061,   0.000549
      79,  -0.002014,  -0.000061,   0.000549
      83,  -0.001770,  -0.000061,   0.000793
      87,  -0.001770,   0.000061,   0.000671
      91,  -0.001892,   0.000061,   0.000549
      95,  -0.001648,   0.000061,   0.000671
      99,  -0.001770,  -0.000061,   0.000549
     103,  -0.001648,  -0.000183,   0.000549
     107,  -0.001648,  -0.000061,   0.000671
     111,  -0.001770,  -0.000061,   0.000671
     115,  -0.002014,   0.000061,   0.000671
     119,  -0.001892,   0.000061,   0.000793
     123,  -0.001770,  -0.000061,   0.000549
     127,  -0.001770,   0.000061,   0.000549
     131,  -0.001892,  -0.000061,   0.000549
     135,  -0.001892,  -0.000061,   0.000427
     139,  -0.001892,   0.000061,   0.000671
     143,  -0.001892,  -0.000061,   0.000671
     147,  -0.001648,  -0.000061,   0.000671
     151,  -0.001770,  -0.000183,   0.000549
     155,  -0.002014,  -0.000061,   0.000671
     159,  -0.001770,  -0.000061,   0.000793
     163,  -0.001892,   0.000061,   0.000427
     167,  -0.001770,  -0.000061,   0.000671
     171,  -0.001770,  -0.000183,   0.000549
     175,  -0.001770,  -0.000061,   0.000671
     179,  -0.001770,  -0.000061,   0.000671
     183,  -0.001892,  -0.000183,   0.000671
     187,  -0.001770,   0.000061,   0.000549
     191,  -0.001648,   0.000061,   0.000671
     195,  -0.001770,  -0.000061,   0.000549
     199,  -0.001892,  -0.000061,   0.000549
