       3,   0.018495,  -0.010071,   0.000793
       7,   0.018129,  -0.011292,   0.000061
      11,   0.018739,  -0.013245,  -0.001160
      15,   0.020814,  -0.015809,  -0.002625
      19,   0.023256,  -0.018739,  -0.003723
      23,   0.025087,  -0.022035,  -0.004944
      27,   0.024721,  -0.025331,  -0.006897
      31,   0.023256,  -0.027895,  -0.008729
      35,   0.022401,  -0.029726,  -0.010071
      39,   0.023500,  -0.030703,  -0.010804
      43,   0.024599,  -0.031679,  -0.011658
      47,   0.024843,  -0.032656,  -0.012147
      51,   0.024477,  -0.032900,  -0.012757
      55,   0.023988,  -0.032412,  -0.013245
      59,   0.023988,  -0.031313,  -0.013123
      63,   0.023988,  -0.029726,  -0.011781
      67,   0.022890,  -0.027895,  -0.010193
      71,   0.019838,  -0.026064,  -0.008729
      75,   0.016541,  -0.023744,  -0.007508
      79,   0.013856,  -0.021181,  -0.006409
      83,   0.012879,  -0.019105,  -0.004822
      87,   0.012879,  -0.016786,  -0.003479
      91,   0.013001,  -0.014832,  -0.002625
      95,   0.012513,  -0.013490,  -0.002258
      99,   0.011658,  -0.012513,  -0.002747
     103,   0.010804,  -0.011292,  -0.002991
     107,   0.010438,  -0.010071,  -0.003357
     111,   0.010193,  -0.009339,  -0.003845
     115,   0.009827,  -0.008362,  -0.004090
     119,   0.008606,  -0.007264,  -0.004944
     123,   0.007996,  -0.006043,  -0.005310
     127,   0.007508,  -0.004578,  -0.005432
     131,   0.007264,  -0.003235,  -0.005066
     135,   0.006165,  -0.001770,  -0.004700
     139,   0.004456,  -0.000794,  -0.004090
     143,   0.002991,   0.000183,  -0.003723
     147,   0.001648,   0.001282,  -0.003235
     151,   0.001160,   0.002136,  -0.002747
     155,   0.000549,   0.003113,  -0.002503
     159,  -0.000183,   0.003845,  -0.002014
     163,  -0.000916,   0.004334,  -0.001648
     167,  -0.001160,   0.004700,  -0.000794
     171,  -0.000794,   0.004334,   0.000183
     175,  -0.000061,   0.003968,   0.001648
     179,  -0.000794,   0.003723,   0.002503
     183,  -0.003479,   0.003235,   0.003113
     187,  -0.005188,   0.003235,   0.003968
     191,  -0.005310,   0.002869,   0.004944
     195,  -0.005310,   0.002503,   0.005921
     199,  -0.005310,   0.002136,   0.007264
     203,  -0.006287,   0.001648,   0.008240
     207,  -0.007142,   0.001282,   0.009095
     211,  -0.007386,   0.000793,   0.009827
     215,  -0.007264,   0.001282,   0.010316
     219,  -0.007264,   0.001892,   0.010926
     223,  -0.007264,   0.002991,   0.011292
     227,  -0.007264,   0.003845,   0.011658
     231,  -0.006897,   0.004700,   0.012025
     235,  -0.006043,   0.005188,   0.012879
     239,  -0.005921,   0.005432,   0.014100
     243,  -0.006531,   0.005921,   0.015321
     247,  -0.007264,   0.006165,   0.015931
     251,  -0.007752,   0.006165,   0.016175
     255,  -0.007264,   0.006287,   0.016786
     259,  -0.006897,   0.006165,   0.017762
     263,  -0.007874,   0.005677,   0.018373
     267,  -0.009461,   0.005310,   0.018861
     271,  -0.010071,   0.004944,   0.018739
     275,  -0.009949,   0.004578,   0.018617
     279,  -0.008973,   0.004212,   0.018373
     283,  -0.008362,   0.003601,   0.018006
     287,  -0.008240,   0.003113,   0.017884
     291,  -0.007508,   0.002503,   0.017762
     295,  -0.007386,   0.001892,   0.017274
